security,sector,industry,itm_threshold,unusual_baseline,trade_value_category,num_trades_over_baseline,num_trades_total,final_cluster,trade_volume_bin,trade_volume_bin_rank,cluster,p90_trade_value,p95_trade_value,p99_trade_value,p999_trade_value,p9999_trade_value,p99999_trade_value,p999999_trade_value
AFRM,Computer and Technology,Internet - Software,0.55,8760.0,8. p75_trade_value,5162.0,20629,45__2,45,1,2.0,16335.0,25800.0,66948.48,494034.0,4317756.0,4545000.0,4545000.0
AMZN,Computer and Technology,Internet - Software and Services,0.55,,,,318227,55__0,55,1,0.0,17085.0,26640.0,69090.74,293855.36,1181318.84,2541600.6,3439423.3
BIDU,Computer and Technology,Internet - Services,0.55,159000.0,4. p999_trade_value,21.0,20242,45__1,45,1,1.0,14759.0,22200.0,54195.43,158060.1,386240.7,733520.08,789752.01
CRWV,Computer and Technology,Internet - Software,0.55,889600.0,3. p9999_trade_value,5.0,47455,45__0,45,1,0.0,17850.0,29000.0,82643.4,292214.1,778065.8,1813146.44,1853010.64
DJT,Computer and Technology,Internet - Software,0.55,,,,64310,50__1,50,1,1.0,17600.0,28354.95,74072.8,427701.81,1257337.25,2961723.4,3560472.34
GOOG,Computer and Technology,Internet - Services,0.55,,,,73761,50__3,50,1,3.0,15795.0,23520.0,56380.6,181657.68,988171.2,5415826.41,5718163.04
GOOGL,Computer and Technology,Internet - Services,0.55,,,,150789,50__4,50,1,4.0,16720.0,25517.4,64357.92,264855.34,692404.27,1025863.67,1139726.06
MDB,Computer and Technology,Internet - Software,0.55,2745000.0,3. p9999_trade_value,3.0,23807,45__2,45,1,2.0,18936.0,31095.2,83992.5,464268.0,2646108.7,3981009.63,3981630.96
META,Computer and Technology,Internet - Software,0.55,9440.0,8. p75_trade_value,163997.0,655793,60__0,60,1,0.0,18074.8,28720.0,79200.0,315187.2,1175353.87,3735454.44,6383552.95
PLTR,Computer and Technology,Internet - Software,0.55,1601400.0,3. p9999_trade_value,32.0,314050,55__0,55,1,0.0,17303.0,27000.0,72471.42,350875.93,1579373.44,4321861.97,6069106.59
RDDT,Computer and Technology,Internet - Software,0.55,,,,43975,45__0,45,1,0.0,18000.0,28561.5,77852.1,322071.96,823606.51,1106253.31,1181310.33
SHOP,Computer and Technology,Internet - Services,0.55,8280.0,8. p75_trade_value,5708.0,22828,45__1,45,1,1.0,15100.0,22528.25,56196.36,186259.5,628684.25,1099881.82,1122542.18
SNOW,Computer and Technology,Internet - Software,0.55,,,,46023,45__0,45,1,0.0,16375.0,26173.9,77097.5,402772.36,904925.26,1367796.97,1535422.9
SPOT,Computer and Technology,Internet - Software,0.55,9875.0,8. p75_trade_value,7907.0,31626,45__2,45,1,2.0,18280.5,28275.0,77750.0,309520.0,962844.0,4755527.71,5497552.77
TSLA,Computer and Technology,Internet - Software and Services,0.55,,,,3525086,65__0,65,1,0.0,18910.0,30100.0,80845.75,302083.27,1562199.18,7394626.25,22176630.43
UBER,Computer and Technology,Internet - Services,0.55,8613.0,8. p75_trade_value,7739.0,30952,45__1,45,1,1.0,16240.9,25748.1,73534.11,342178.2,905099.45,1268278.23,1313251.02
